KP_ID,pe,real_TS,current_GVT,time_ahead_GVT,total_rollbacks,secondary_rollbacks
101,6,7061950.000000,9830.010742,7.279045,1,0
102,6,7061950.000000,9830.010742,4.700404,3,2
103,6,7061950.000000,9830.010742,7.116382,0,0
104,6,7061950.000000,9830.010742,10.496647,1,1
105,6,7061950.000000,9830.010742,7.19836,0,0
106,6,7061950.000000,9830.010742,5.090938,0,0
107,6,7061950.000000,9830.010742,10.675562,1,1
108,6,7061950.000000,9830.010742,9.809526,0,0
109,6,7061950.000000,9830.010742,6.505586,2,2
110,6,7061950.000000,9830.010742,7.048104,0,0
111,6,7061950.000000,9830.010742,10.441449,2,2
96,6,7062096.000000,9936.259766,8.559834,2,0
97,6,7062096.000000,9936.259766,11.24026,4,2
98,6,7062096.000000,9936.259766,9.201243,1,0
99,6,7062096.000000,9936.259766,8.057967,0,0
100,6,7062096.000000,9936.259766,11.262402,6,4
101,6,7062096.000000,9936.259766,7.589819,5,2
102,6,7062096.000000,9936.259766,9.196116,4,2
103,6,7062096.000000,9936.259766,11.404081,3,0
104,6,7062096.000000,9936.259766,11.152724,1,0
105,6,7062096.000000,9936.259766,7.818915,4,1
106,6,7062096.000000,9936.259766,11.630553,2,0
107,6,7062096.000000,9936.259766,8.718538,0,0
108,6,7062096.000000,9936.259766,10.543889,1,0
109,6,7062096.000000,9936.259766,10.76307,1,0
110,6,7062096.000000,9936.259766,11.078294,2,2
111,6,7062096.000000,9936.259766,11.579078,1,1
96,6,7062176.500000.5,10152.198242,3.605902,4,1
97,6,7062176.500000.5,10152.198242,3.369762,5,3
98,6,7062176.500000.5,10152.198242,6.835851,3,1
99,6,7062176.500000.5,10152.198242,5.12027,2,0
100,6,7062176.500000.5,10152.198242,6.813254,4,1
101,6,7062176.500000.5,10152.198242,7.977859,5,2
102,6,7062176.500000.5,10152.198242,7.596511,4,1
103,6,7062176.500000.5,10152.198242,5.34527,3,1
104,6,7062176.500000.5,10152.198242,6.796302,4,2
105,6,7062176.500000.5,10152.198242,7.869617,6,3
106,6,7062176.500000.5,10152.198242,7.695966,7,3
107,6,7062176.500000.5,10152.198242,6.42427,3,0
108,6,7062176.500000.5,10152.198242,6.458641,3,1
109,6,7062176.500000.5,10152.198242,8.049593,7,4
110,6,7062176.500000.5,10152.198242,6.632799,3,0
111,6,7062176.500000.5,10152.198242,7.74742,2,1
96,6,7062257.500000.5,10334.166016,19.681162,1,0
97,6,7062257.500000.5,10334.166016,21.351631,0,0
98,6,7062257.500000.5,10334.166016,19.447123,3,1
99,6,7062257.500000.5,10334.166016,20.870749,6,1
100,6,7062257.500000.5,10334.166016,19.473669,2,0
101,6,7062257.500000.5,10334.166016,13.451731,5,3
102,6,7062257.500000.5,10334.166016,17.543608,2,1
103,6,7062257.500000.5,10334.166016,22.384901,3,1
104,6,7062257.500000.5,10334.166016,17.946646,2,0
105,6,7062257.500000.5,10334.166016,22.122276,0,0
106,6,7062257.500000.5,10334.166016,17.409512,2,0
107,6,7062257.500000.5,10334.166016,22.225283,4,3
108,6,7062257.500000.5,10334.166016,22.710802,1,0
109,6,7062257.500000.5,10334.166016,21.118004,0,0
110,6,7062257.500000.5,10334.166016,22.509426,0,0
111,6,7062257.500000.5,10334.166016,21.97744,7,3
96,6,7062403.000000,10360.489258,21.023668,0,0
97,6,7062403.000000,10360.489258,12.768456,0,0
98,6,7062403.000000,10360.489258,17.52364,0,0
99,6,7062403.000000,10360.489258,6.624295,1,0
100,6,7062403.000000,10360.489258,21.313231,0,0
101,6,7062403.000000,10360.489258,12.289127,1,1
102,6,7062403.000000,10360.489258,20.0616,0,0
103,6,7062403.000000,10360.489258,17.961296,1,1
104,6,7062403.000000,10360.489258,21.529043,0,0
105,6,7062403.000000,10360.489258,20.779667,1,1
106,6,7062403.000000,10360.489258,18.036552,0,0
107,6,7062403.000000,10360.489258,14.336594,1,1
108,6,7062403.000000,10360.489258,21.264263,0,0
109,6,7062403.000000,10360.489258,10.78751,5,2
110,6,7062403.000000,10360.489258,20.017979,0,0
111,6,7062403.000000,10360.489258,6.607981,2,1
96,6,7062548.000000,10397.776367,26.513359,1,0
97,6,7062548.000000,10397.776367,26.795542,0,0
98,6,7062548.000000,10397.776367,19.910128,2,1
99,6,7062548.000000,10397.776367,22.305027,0,0
100,6,7062548.000000,10397.776367,24.939056,2,1
101,6,7062548.000000,10397.776367,23.618315,1,1
102,6,7062548.000000,10397.776367,27.043573,1,1
103,6,7062548.000000,10397.776367,26.981062,0,0
104,6,7062548.000000,10397.776367,26.797438,1,1
105,6,7062548.000000,10397.776367,25.121508,1,0
106,6,7062548.000000,10397.776367,24.711645,2,0
107,6,7062548.000000,10397.776367,25.982613,0,0
108,6,7062548.000000,10397.776367,20.793167,1,1
109,6,7062548.000000,10397.776367,26.753292,0,0
110,6,7062548.000000,10397.776367,23.492811,0,0
111,6,7062548.000000,10397.776367,26.56719,0,0
96,6,7062693.000000,10403.266602,30.794098,1,0
97,6,7062693.000000,10403.266602,34.161434,1,1
98,6,7062693.000000,10403.266602,32.65155,1,1
99,6,7062693.000000,10403.266602,31.913132,1,1
100,6,7062693.000000,10403.266602,34.568825,1,1
101,6,7062693.000000,10403.266602,33.954937,1,1
102,6,7062693.000000,10403.266602,28.114628,1,0
103,6,7062693.000000,10403.266602,32.260864,1,1
104,6,7062693.000000,10403.266602,31.601887,1,1
105,6,7062693.000000,10403.266602,30.406502,2,2
106,6,7062693.000000,10403.266602,33.186344,1,0
107,6,7062693.000000,10403.266602,33.066914,1,1
108,6,7062693.000000,10403.266602,34.503952,1,1
109,6,7062693.000000,10403.266602,34.325829,1,1
110,6,7062693.000000,10403.266602,31.932632,0,0
111,6,7062693.000000,10403.266602,33.28656,1,1
96,6,7062773.500000.5,11393.646484,23.348558,13,8
97,6,7062773.500000.5,11393.646484,26.470858,17,6
98,6,7062773.500000.5,11393.646484,26.594158,11,5
99,6,7062773.500000.5,11393.646484,20.188021,12,5
100,6,7062773.500000.5,11393.646484,22.309978,17,5
101,6,7062773.500000.5,11393.646484,26.564152,21,8
102,6,7062773.500000.5,11393.646484,22.351063,16,8
103,6,7062773.500000.5,11393.646484,17.286621,12,5
104,6,7062773.500000.5,11393.646484,23.655014,16,6
105,6,7062773.500000.5,11393.646484,12.250907,15,6
106,6,7062773.500000.5,11393.646484,26.435606,14,7
107,6,7062773.500000.5,11393.646484,21.103655,17,11
108,6,7062773.500000.5,11393.646484,24.245956,15,6
109,6,7062773.500000.5,11393.646484,22.009136,19,9
110,6,7062773.500000.5,11393.646484,26.35248,18,8
111,6,7062773.500000.5,11393.646484,12.416347,11,6
96,6,7062918.500000.5,13110.869141,37.882214,21,8
97,6,7062918.500000.5,13110.869141,47.095646,32,13
98,6,7062918.500000.5,13110.869141,44.697784,23,11
99,6,7062918.500000.5,13110.869141,43.320274,25,12
100,6,7062918.500000.5,13110.869141,37.447899,12,4
101,6,7062918.500000.5,13110.869141,31.904181,32,13
102,6,7062918.500000.5,13110.869141,36.23608,16,6
103,6,7062918.500000.5,13110.869141,37.901161,27,6
104,6,7062918.500000.5,13110.869141,47.110126,21,5
105,6,7062918.500000.5,13110.869141,36.137569,35,17
106,6,7062918.500000.5,13110.869141,44.648632,27,11
107,6,7062918.500000.5,13110.869141,39.767448,27,10
108,6,7062918.500000.5,13110.869141,38.711823,33,9
109,6,7062918.500000.5,13110.869141,44.137829,27,11
110,6,7062918.500000.5,13110.869141,41.799026,23,8
111,6,7062918.500000.5,13110.869141,45.165161,23,12
96,6,7062919.000000,70792.054688,-94.686081,477,180
97,6,7062919.000000,70792.054688,-6.037,592,196
98,6,7062919.000000,70792.054688,23.684092,420,180
99,6,7062919.000000,70792.054688,22.618246,618,217
100,6,7062919.000000,70792.054688,33.657078,485,219
101,6,7062919.000000,70792.054688,23.179516,582,245
102,6,7062919.000000,70792.054688,25.966835,494,188
103,6,7062919.000000,70792.054688,20.868591,474,191
104,6,7062919.000000,70792.054688,13.09218,661,222
105,6,7062919.000000,70792.054688,4.130857,489,184
106,6,7062919.000000,70792.054688,24.676294,589,203
107,6,7062919.000000,70792.054688,26.253864,452,165
108,6,7062919.000000,70792.054688,33.698341,591,220
109,6,7062919.000000,70792.054688,26.030109,585,213
110,6,7062919.000000,70792.054688,19.838236,423,175
111,6,7062919.000000,70792.054688,34.430073,448,210
112,7,7061511.000000,6096.469727,14.78933,80,36
113,7,7061511.000000,6096.469727,14.98501,124,30
114,7,7061511.000000,6096.469727,15.182404,74,29
115,7,7061511.000000,6096.469727,14.740176,103,17
116,7,7061511.000000,6096.469727,13.955254,94,44
117,7,7061511.000000,6096.469727,11.448389,109,29
118,7,7061511.000000,6096.469727,14.683594,84,32
119,7,7061511.000000,6096.469727,15.962908,80,33
120,7,7061511.000000,6096.469727,12.48361,117,40
121,7,7061511.000000,6096.469727,15.600067,72,29
122,7,7061511.000000,6096.469727,10.704029,120,36
123,7,7061511.000000,6096.469727,15.776262,61,24
124,7,7061511.000000,6096.469727,16.058477,113,36
125,7,7061511.000000,6096.469727,16.106993,69,33
126,7,7061511.000000,6096.469727,13.359694,76,35
127,7,7061511.000000,6096.469727,15.7961,67,27
112,7,7061657.000000,9469.614258,16.791903,48,21
113,7,7061657.000000,9469.614258,16.191599,66,16
114,7,7061657.000000,9469.614258,17.981455,40,15
115,7,7061657.000000,9469.614258,18.511459,69,17
116,7,7061657.000000,9469.614258,17.943665,50,27
117,7,7061657.000000,9469.614258,15.438138,66,22
118,7,7061657.000000,9469.614258,9.022883,48,32
119,7,7061657.000000,9469.614258,18.604786,40,17
120,7,7061657.000000,9469.614258,15.609337,76,22
121,7,7061657.000000,9469.614258,15.58449,48,26
122,7,7061657.000000,9469.614258,18.164814,67,17
123,7,7061657.000000,9469.614258,18.10618,38,18
124,7,7061657.000000,9469.614258,17.256971,78,21
125,7,7061657.000000,9469.614258,18.077547,35,23
126,7,7061657.000000,9469.614258,18.033363,42,21
127,7,7061657.000000,9469.614258,11.559604,43,21
112,7,7061803.000000,9788.93457,-0.531141,2,0
113,7,7061803.000000,9788.93457,-3.747581,0,0
114,7,7061803.000000,9788.93457,-0.441893,1,1
115,7,7061803.000000,9788.93457,-0.467991,0,0
116,7,7061803.000000,9788.93457,-0.890791,3,0
117,7,7061803.000000,9788.93457,-1.548146,0,0
118,7,7061803.000000,9788.93457,-0.104512,1,0
119,7,7061803.000000,9788.93457,-1.880481,0,0
120,7,7061803.000000,9788.93457,-0.488378,0,0
121,7,7061803.000000,9788.93457,-1.940401,1,0
122,7,7061803.000000,9788.93457,-0.450342,2,0
123,7,7061803.000000,9788.93457,-0.147342,0,0
124,7,7061803.000000,9788.93457,-0.288286,0,0
125,7,7061803.000000,9788.93457,-0.331404,1,1
126,7,7061803.000000,9788.93457,-1.513507,2,0
127,7,7061803.000000,9788.93457,0,0,0
112,7,7061950.000000,9830.010742,10.759562,0,0
113,7,7061950.000000,9830.010742,8.793868,0,0
114,7,7061950.000000,9830.010742,6.207839,0,0
115,7,7061950.000000,9830.010742,10.361844,0,0
116,7,7061950.000000,9830.010742,10.786196,0,0
117,7,7061950.000000,9830.010742,10.425716,0,0
118,7,7061950.000000,9830.010742,8.642297,0,0
119,7,7061950.000000,9830.010742,3.684741,0,0
120,7,7061950.000000,9830.010742,10.701444,0,0
121,7,7061950.000000,9830.010742,10.223475,0,0
122,7,7061950.000000,9830.010742,6.898151,0,0
123,7,7061950.000000,9830.010742,9.954931,0,0
124,7,7061950.000000,9830.010742,3.534239,0,0
125,7,7061950.000000,9830.010742,8.36514,1,0
126,7,7061950.000000,9830.010742,7.05779,0,0
127,7,7061950.000000,9830.010742,9.879468,0,0
112,7,7062096.000000,9936.259766,1.243793,0,0
113,7,7062096.000000,9936.259766,4.926733,0,0
114,7,7062096.000000,9936.259766,6.988574,0,0
115,7,7062096.000000,9936.259766,6.889974,1,1
116,7,7062096.000000,9936.259766,7.336272,0,0
117,7,7062096.000000,9936.259766,5.079981,1,1
118,7,7062096.000000,9936.259766,7.816472,0,0
119,7,7062096.000000,9936.259766,7.330236,1,0
120,7,7062096.000000,9936.259766,3.766432,1,1
121,7,7062096.000000,9936.259766,6.958109,1,0
122,7,7062096.000000,9936.259766,1.179925,0,0
123,7,7062096.000000,9936.259766,6.844612,1,0
124,7,7062096.000000,9936.259766,5.600587,0,0
125,7,7062096.000000,9936.259766,6.141966,1,0
126,7,7062096.000000,9936.259766,6.862714,0,0
127,7,7062096.000000,9936.259766,7.463444,2,1
112,7,7062176.500000.5,10152.198242,8.463466,3,2
113,7,7062176.500000.5,10152.198242,10.823731,0,0
114,7,7062176.500000.5,10152.198242,8.256926,0,0
115,7,7062176.500000.5,10152.198242,10.741463,4,1
116,7,7062176.500000.5,10152.198242,8.365793,0,0
117,7,7062176.500000.5,10152.198242,10.008917,1,1
118,7,7062176.500000.5,10152.198242,10.718363,2,1
119,7,7062176.500000.5,10152.198242,10.85392,1,0
120,7,7062176.500000.5,10152.198242,9.24767,0,0
121,7,7062176.500000.5,10152.198242,4.329214,2,1
122,7,7062176.500000.5,10152.198242,9.562628,2,0
123,7,7062176.500000.5,10152.198242,9.957483,2,1
124,7,7062176.500000.5,10152.198242,9.133517,1,0
125,7,7062176.500000.5,10152.198242,10.470712,1,0
126,7,7062176.500000.5,10152.198242,7.571806,2,0
127,7,7062176.500000.5,10152.198242,4.583881,2,1
112,7,7062257.500000.5,10334.166016,33.277508,3,0
113,7,7062257.500000.5,10334.166016,33.21854,9,3
114,7,7062257.500000.5,10334.166016,30.783182,4,2
115,7,7062257.500000.5,10334.166016,32.837517,2,0
116,7,7062257.500000.5,10334.166016,33.184948,5,2
117,7,7062257.500000.5,10334.166016,32.722569,5,2
118,7,7062257.500000.5,10334.166016,33.028046,4,3
119,7,7062257.500000.5,10334.166016,32.956238,5,3
120,7,7062257.500000.5,10334.166016,33.345432,4,0
121,7,7062257.500000.5,10334.166016,20.168236,4,0
122,7,7062257.500000.5,10334.166016,32.66135,4,2
123,7,7062257.500000.5,10334.166016,31.787907,7,4
124,7,7062257.500000.5,10334.166016,32.916706,8,1
125,7,7062257.500000.5,10334.166016,29.084648,4,1
126,7,7062257.500000.5,10334.166016,33.344418,6,2
127,7,7062257.500000.5,10334.166016,31.140123,6,3
112,7,7062403.000000,10374.566406,17.736559,1,0
113,7,7062403.000000,10374.566406,17.029295,2,2
114,7,7062403.000000,10374.566406,18.182058,2,2
115,7,7062403.000000,10374.566406,19.770723,3,1
116,7,7062403.000000,10374.566406,19.739851,0,0
117,7,7062403.000000,10374.566406,17.420927,2,2
118,7,7062403.000000,10374.566406,16.668934,2,2
119,7,7062403.000000,10374.566406,16.086525,3,3
120,7,7062403.000000,10374.566406,19.262531,2,2
121,7,7062403.000000,10374.566406,17.931175,1,1
122,7,7062403.000000,10374.566406,19.491467,1,1
123,7,7062403.000000,10374.566406,16.774168,1,1
124,7,7062403.000000,10374.566406,19.280771,2,1
125,7,7062403.000000,10374.566406,18.927576,1,1
126,7,7062403.000000,10374.566406,18.390877,2,2
127,7,7062403.000000,10374.566406,16.51907,2,1
112,7,7062548.000000,10397.776367,24.862314,0,0
113,7,7062548.000000,10397.776367,27.925669,0,0
114,7,7062548.000000,10397.776367,18.829924,0,0
115,7,7062548.000000,10397.776367,28.973646,0,0
116,7,7062548.000000,10397.776367,28.829317,0,0
117,7,7062548.000000,10397.776367,29.319292,0,0
118,7,7062548.000000,10397.776367,27.632282,0,0
119,7,7062548.000000,10397.776367,28.630373,0,0
120,7,7062548.000000,10397.776367,29.385607,0,0
121,7,7062548.000000,10397.776367,27.894703,0,0
122,7,7062548.000000,10397.776367,27.175268,0,0
123,7,7062548.000000,10397.776367,27.866732,0,0
124,7,7062548.000000,10397.776367,24.967688,0,0
125,7,7062548.000000,10397.776367,24.743906,0,0
126,7,7062548.000000,10397.776367,28.784929,0,0
127,7,7062548.000000,10397.776367,29.532454,0,0
112,7,7062693.000000,10403.266602,45.252995,2,2
113,7,7062693.000000,10403.266602,41.718685,1,0
114,7,7062693.000000,10403.266602,44.003857,0,0
115,7,7062693.000000,10403.266602,45.178932,2,1
116,7,7062693.000000,10403.266602,44.107784,2,2
117,7,7062693.000000,10403.266602,39.677887,1,0
118,7,7062693.000000,10403.266602,43.79203,1,1
119,7,7062693.000000,10403.266602,44.954784,2,1
120,7,7062693.000000,10403.266602,42.699699,2,1
121,7,7062693.000000,10403.266602,43.361523,0,0
122,7,7062693.000000,10403.266602,39.345669,1,1
123,7,7062693.000000,10403.266602,41.943501,1,1
124,7,7062693.000000,10403.266602,44.125023,2,0
125,7,7062693.000000,10403.266602,41.964329,1,1
126,7,7062693.000000,10403.266602,43.884045,1,0
127,7,7062693.000000,10403.266602,42.354553,2,2
112,7,7062773.500000.5,11420.920898,16.561756,24,14
113,7,7062773.500000.5,11420.920898,14.056945,29,12
114,7,7062773.500000.5,11420.920898,15.637033,25,14
115,7,7062773.500000.5,11420.920898,16.162228,29,11
116,7,7062773.500000.5,11420.920898,15.910565,20,8
117,7,7062773.500000.5,11420.920898,14.514657,26,8
118,7,7062773.500000.5,11420.920898,10.4664,22,12
119,7,7062773.500000.5,11420.920898,15.930947,13,8
120,7,7062773.500000.5,11420.920898,10.905804,36,24
121,7,7062773.500000.5,11420.920898,11.437413,14,8
122,7,7062773.500000.5,11420.920898,10.279382,41,14
123,7,7062773.500000.5,11420.920898,13.680573,20,9
124,7,7062773.500000.5,11420.920898,10.472367,34,10
125,7,7062773.500000.5,11420.920898,15.576221,19,10
126,7,7062773.500000.5,11420.920898,13.131316,22,18
127,7,7062773.500000.5,11420.920898,16.010969,16,8
112,7,7062918.500000.5,13110.869141,70.953682,27,9
113,7,7062918.500000.5,13110.869141,68.154449,32,11
114,7,7062918.500000.5,13110.869141,39.001438,26,9
115,7,7062918.500000.5,13110.869141,61.966801,38,12
116,7,7062918.500000.5,13110.869141,71.792404,31,14
117,7,7062918.500000.5,13110.869141,71.859886,31,10
118,7,7062918.500000.5,13110.869141,70.518944,21,11
119,7,7062918.500000.5,13110.869141,70.676689,24,9
120,7,7062918.500000.5,13110.869141,60.623241,37,12
121,7,7062918.500000.5,13110.869141,71.478081,26,13
122,7,7062918.500000.5,13110.869141,71.796989,37,14
123,7,7062918.500000.5,13110.869141,60.840775,26,8
124,7,7062918.500000.5,13110.869141,72.351921,30,11
125,7,7062918.500000.5,13110.869141,61.251842,23,9
126,7,7062918.500000.5,13110.869141,56.109127,36,15
127,7,7062918.500000.5,13110.869141,62.683716,24,6
112,7,7062919.000000,70635.835938,166.586456,429,172
113,7,7062919.000000,70635.835938,166.025467,616,246
114,7,7062919.000000,70635.835938,168.159225,412,203
115,7,7062919.000000,70635.835938,167.515747,666,224
116,7,7062919.000000,70635.835938,169.219635,462,196
117,7,7062919.000000,70635.835938,133.88472,667,216
118,7,7062919.000000,70635.835938,155.421875,491,231
119,7,7062919.000000,70635.835938,157.428375,474,191
120,7,7062919.000000,70635.835938,168.964294,707,216
121,7,7062919.000000,70635.835938,161.173065,412,161
122,7,7062919.000000,70635.835938,99.772263,725,238
123,7,7062919.000000,70635.835938,120.79203,484,215
124,7,7062919.000000,70635.835938,167.121414,692,243
125,7,7062919.000000,70635.835938,110.23465,463,216
126,7,7062919.000000,70635.835938,123.198257,480,165
127,7,7062919.000000,70635.835938,137.756195,423,199
128,8,7061511.000000,6096.469727,11.918288,62,27
129,8,7061511.000000,6096.469727,8.927776,58,18
130,8,7061511.000000,6096.469727,12.126613,57,22
131,8,7061511.000000,6096.469727,10.734692,78,17
132,8,7061511.000000,6096.469727,12.62998,60,18
133,8,7061511.000000,6096.469727,10.693996,63,14
134,8,7061511.000000,6096.469727,11.920784,53,27
135,8,7061511.000000,6096.469727,11.609414,75,32
136,8,7061511.000000,6096.469727,12.389887,64,24
137,8,7061511.000000,6096.469727,11.343946,40,19
138,8,7061511.000000,6096.469727,12.535154,70,17
139,8,7061511.000000,6096.469727,12.263384,54,20
140,8,7061511.000000,6096.469727,12.351083,74,18
141,8,7061511.000000,6096.469727,10.951685,52,19
142,8,7061511.000000,6096.469727,12.628679,50,19
143,8,7061511.000000,6096.469727,12.168489,47,22
128,8,7061657.000000,9469.614258,12.706918,79,34
129,8,7061657.000000,9469.614258,12.332722,65,20
130,8,7061657.000000,9469.614258,10.235202,64,27
131,8,7061657.000000,9469.614258,12.236755,89,33
132,8,7061657.000000,9469.614258,10.397781,81,38
133,8,7061657.000000,9469.614258,11.611929,85,25
134,8,7061657.000000,9469.614258,12.6857,67,27
135,8,7061657.000000,9469.614258,11.494064,60,30
136,8,7061657.000000,9469.614258,11.624264,100,40
137,8,7061657.000000,9469.614258,12.40498,71,32
138,8,7061657.000000,9469.614258,12.61965,84,27
139,8,7061657.000000,9469.614258,8.933819,76,26
140,8,7061657.000000,9469.614258,11.938558,84,28
141,8,7061657.000000,9469.614258,12.579992,49,19
142,8,7061657.000000,9469.614258,12.418181,70,31
143,8,7061657.000000,9469.614258,11.87757,94,38
128,8,7061803.000000,9772.078125,17.849947,8,2
129,8,7061803.000000,9772.078125,16.700796,12,3
130,8,7061803.000000,9772.078125,15.492026,3,2
131,8,7061803.000000,9772.078125,29.15633,10,4
132,8,7061803.000000,9772.078125,24.552462,9,1
133,8,7061803.000000,9772.078125,28.43926,15,5
134,8,7061803.000000,9772.078125,14.053802,5,1
135,8,7061803.000000,9772.078125,15.991241,5,2
136,8,7061803.000000,9772.078125,15.856847,7,1
137,8,7061803.000000,9772.078125,25.322374,11,4
138,8,7061803.000000,9772.078125,25.203026,6,2
139,8,7061803.000000,9772.078125,29.59474,10,3
140,8,7061803.000000,9772.078125,27.281248,6,1
141,8,7061803.000000,9772.078125,28.860491,4,0
142,8,7061803.000000,9772.078125,22.885529,7,4
143,8,7061803.000000,9772.078125,29.310032,6,2
128,8,7061950.000000,9830.010742,-2.103486,2,1
129,8,7061950.000000,9830.010742,-0.711283,0,0
130,8,7061950.000000,9830.010742,-3.138112,3,3
131,8,7061950.000000,9830.010742,-1.123965,0,0
132,8,7061950.000000,9830.010742,-0.065519,3,2
133,8,7061950.000000,9830.010742,0,0,0
134,8,7061950.000000,9830.010742,-3.7158,1,1
135,8,7061950.000000,9830.010742,-0.670843,0,0
136,8,7061950.000000,9830.010742,-0.673346,1,1
137,8,7061950.000000,9830.010742,-4.315493,0,0
138,8,7061950.000000,9830.010742,-1.456063,1,0
139,8,7061950.000000,9830.010742,-0.3649,1,1
140,8,7061950.000000,9830.010742,-4.016089,1,0
141,8,7061950.000000,9830.010742,-0.257861,1,0
142,8,7061950.000000,9830.010742,-1.509508,3,3
143,8,7061950.000000,9830.010742,-0.688056,3,0
128,8,7062096.000000,9917.858398,21.346865,1,0
129,8,7062096.000000,9917.858398,12.86791,5,2
130,8,7062096.000000,9917.858398,19.721266,0,0
131,8,7062096.000000,9917.858398,15.073749,1,0
132,8,7062096.000000,9917.858398,20.637964,1,0
133,8,7062096.000000,9917.858398,19.350742,1,0
134,8,7062096.000000,9917.858398,20.620613,1,1
135,8,7062096.000000,9917.858398,15.960595,1,0
136,8,7062096.000000,9917.858398,14.55699,2,0
137,8,7062096.000000,9917.858398,15.492179,2,1
138,8,7062096.000000,9917.858398,18.754293,2,1
139,8,7062096.000000,9917.858398,14.536407,1,0
140,8,7062096.000000,9917.858398,14.693044,1,0
141,8,7062096.000000,9917.858398,15.202249,1,0
142,8,7062096.000000,9917.858398,19.82547,1,1
143,8,7062096.000000,9917.858398,11.738472,1,0
128,8,7062176.500000.5,10152.198242,2.339508,5,1
129,8,7062176.500000.5,10152.198242,5.301445,8,2
130,8,7062176.500000.5,10152.198242,-0.50719,4,2
131,8,7062176.500000.5,10152.198242,6.03786,13,2
132,8,7062176.500000.5,10152.198242,4.714161,3,1
133,8,7062176.500000.5,10152.198242,5.623239,10,4
134,8,7062176.500000.5,10152.198242,6.396071,4,2
135,8,7062176.500000.5,10152.198242,4.485253,9,4
136,8,7062176.500000.5,10152.198242,3.878975,7,0
137,8,7062176.500000.5,10152.198242,3.16307,4,2
138,8,7062176.500000.5,10152.198242,2.641753,14,3
139,8,7062176.500000.5,10152.198242,2.438787,7,3
140,8,7062176.500000.5,10152.198242,6.62947,12,6
141,8,7062176.500000.5,10152.198242,4.220448,8,2
142,8,7062176.500000.5,10152.198242,5.540069,7,3
143,8,7062176.500000.5,10152.198242,3.021555,6,4
128,8,7062257.500000.5,10328.894531,12.823681,4,4
129,8,7062257.500000.5,10328.894531,13.667175,11,2
130,8,7062257.500000.5,10328.894531,5.094857,2,1
131,8,7062257.500000.5,10328.894531,13.235863,14,8
132,8,7062257.500000.5,10328.894531,11.84708,4,2
133,8,7062257.500000.5,10328.894531,11.697992,5,2
134,8,7062257.500000.5,10328.894531,10.078156,5,2
135,8,7062257.500000.5,10328.894531,10.406696,8,4
136,8,7062257.500000.5,10328.894531,11.670232,10,6
137,8,7062257.500000.5,10328.894531,1.097149,4,0
138,8,7062257.500000.5,10328.894531,7.860631,10,4
139,8,7062257.500000.5,10328.894531,11.080368,5,1
140,8,7062257.500000.5,10328.894531,13.387517,10,2
141,8,7062257.500000.5,10328.894531,13.077695,3,1
142,8,7062257.500000.5,10328.894531,8.999374,3,2
143,8,7062257.500000.5,10328.894531,13.808377,9,7
128,8,7062403.000000,10374.566406,19.739004,2,1
129,8,7062403.000000,10374.566406,20.133957,7,5
130,8,7062403.000000,10374.566406,15.294424,2,2
131,8,7062403.000000,10374.566406,19.612337,6,5
132,8,7062403.000000,10374.566406,17.975145,5,3
133,8,7062403.000000,10374.566406,20.182692,7,5
134,8,7062403.000000,10374.566406,19.829203,4,3
135,8,7062403.000000,10374.566406,17.497545,3,1
136,8,7062403.000000,10374.566406,18.290142,6,5
137,8,7062403.000000,10374.566406,21.224493,4,4
138,8,7062403.000000,10374.566406,20.998846,2,2
139,8,7062403.000000,10374.566406,21.458925,4,3
140,8,7062403.000000,10374.566406,20.374252,6,5
141,8,7062403.000000,10374.566406,21.290529,2,2
142,8,7062403.000000,10374.566406,21.497015,3,2
143,8,7062403.000000,10374.566406,19.61198,2,2
128,8,7062548.000000,10397.776367,24.967827,2,1
129,8,7062548.000000,10397.776367,22.891817,3,0
130,8,7062548.000000,10397.776367,23.519917,1,1
131,8,7062548.000000,10397.776367,24.935423,0,0
132,8,7062548.000000,10397.776367,24.342642,2,1
133,8,7062548.000000,10397.776367,25.01437,1,0
134,8,7062548.000000,10397.776367,23.121321,1,0
135,8,7062548.000000,10397.776367,23.41893,0,0
136,8,7062548.000000,10397.776367,22.484457,2,1
137,8,7062548.000000,10397.776367,24.815229,1,1
138,8,7062548.000000,10397.776367,19.974642,0,0
139,8,7062548.000000,10397.776367,20.491163,1,0
140,8,7062548.000000,10397.776367,24.814709,2,0
141,8,7062548.000000,10397.776367,20.331884,1,1
142,8,7062548.000000,10397.776367,20.745289,3,1
143,8,7062548.000000,10397.776367,24.792332,1,1
128,8,7062693.000000,10403.266602,48.262749,1,1
129,8,7062693.000000,10403.266602,43.202633,2,1
130,8,7062693.000000,10403.266602,45.386635,1,1
131,8,7062693.000000,10403.266602,45.576962,3,2
132,8,7062693.000000,10403.266602,36.109249,1,0
133,8,7062693.000000,10403.266602,42.725033,0,0
134,8,7062693.000000,10403.266602,44.519356,2,0
135,8,7062693.000000,10403.266602,46.353558,0,0
136,8,7062693.000000,10403.266602,47.76722,2,0
137,8,7062693.000000,10403.266602,43.382633,0,0
138,8,7062693.000000,10403.266602,45.279926,2,0
139,8,7062693.000000,10403.266602,47.821186,1,0
140,8,7062693.000000,10403.266602,44.110897,0,0
141,8,7062693.000000,10403.266602,47.466621,1,1
142,8,7062693.000000,10403.266602,47.154808,1,1
143,8,7062693.000000,10403.266602,47.526222,1,1
